"Region_1","Region_2","Jaccard_Index_total","Jaccard_Index_native","Jaccard_Index_exotic","HI"
"Peruvian Yungas","Venezuelan Andes montane forests",0.243952246308514,0.243990573448547,0.151376146788991,-3.83271400327678e-05
"Santa Marta montane forests","Venezuelan Andes montane forests",0.228723404255319,0.228723404255319,0.135135135135135,0
"Southern Andean Yungas","Venezuelan Andes montane forests",0.151902587519026,0.151902587519026,0.104377104377104,0
"Southern Andean steppe","Venezuelan Andes montane forests",0.0108459869848156,0.0104844540853218,0.0209205020920502,0.000361532899493854
"Tumbes Piura dry forests","Venezuelan Andes montane forests",0.0678358702845798,0.0678583250579278,0.184615384615385,-2.24547733480851e-05
"Valdivian temperate forests","Venezuelan Andes montane forests",0.0294915254237288,0.0294915254237288,0.029940119760479,0
"Araya and Paria xeric scrub","Santa Marta paramo",NA,0,NA,NA
"Atacama desert","Santa Marta paramo",NA,0,NA,NA
"Bolivian Yungas","Santa Marta paramo",NA,0,NA,NA
"Bolivian montane dry forests","Santa Marta paramo",NA,0,NA,NA
"Cauca Valley dry forests","Santa Marta paramo",NA,0,NA,NA
"Cauca Valley montane forests","Santa Marta paramo",NA,0.000174246384387524,NA,NA
"Central Andean dry puna","Santa Marta paramo",NA,0,NA,NA
"Central Andean puna","Santa Marta paramo",NA,0,NA,NA
"Central Andean wet puna","Santa Marta paramo",NA,0,NA,NA
"Chilean matorral","Santa Marta paramo",NA,0,NA,NA
"Cordillera Central paramo","Santa Marta paramo",NA,0,NA,NA
"Cordillera La Costa montane forests","Santa Marta paramo",NA,0,NA,NA
"Cordillera Oriental montane forests","Santa Marta paramo",NA,0,NA,NA
"Cordillera de Merida paramo","Santa Marta paramo",NA,0.00253164556962025,NA,NA
"Eastern Cordillera real montane forests","Santa Marta paramo",NA,0.000101327388793191,NA,NA
"High Monte","Santa Marta paramo",NA,0,NA,NA
"La Costa xeric shrublands","Santa Marta paramo",NA,0,NA,NA
"Magdalena Valley dry forests","Santa Marta paramo",NA,0,NA,NA
"Magdalena Valley montane forests","Santa Marta paramo",NA,8.50051003060184e-05,NA,NA
"Magellanic subpolar forests","Santa Marta paramo",NA,0,NA,NA
"Maranon dry forests","Santa Marta paramo",NA,0,NA,NA
"Northern Andean paramo","Santa Marta paramo",NA,0.00022271714922049,NA,NA
"Northwestern Andean montane forests","Santa Marta paramo",NA,0,NA,NA
"Patagonian steppe","Santa Marta paramo",NA,0,NA,NA
"Patia Valley dry forests","Santa Marta paramo",NA,0,NA,NA
"Peruvian Yungas","Santa Marta paramo",NA,0,NA,NA
"Santa Marta montane forests","Santa Marta paramo",NA,0,NA,NA
"Santa Marta paramo","Southern Andean Yungas",NA,0,NA,NA
"Santa Marta paramo","Southern Andean steppe",NA,0,NA,NA
"Santa Marta paramo","Tumbes Piura dry forests",NA,0,NA,NA
"Santa Marta paramo","Valdivian temperate forests",NA,0,NA,NA
"Santa Marta paramo","Venezuelan Andes montane forests",NA,0,NA,NA
"Araya and Paria xeric scrub","Lara Falcon dry forests",NA,NA,0.2,NA
"Atacama desert","Lara Falcon dry forests",NA,NA,0.0232558139534884,NA
"Bolivian Yungas","Lara Falcon dry forests",NA,NA,0.0596026490066225,NA
"Bolivian montane dry forests","Lara Falcon dry forests",NA,NA,0.0434782608695652,NA
"Cauca Valley dry forests","Lara Falcon dry forests",NA,NA,0.0559006211180124,NA
"Cauca Valley montane forests","Lara Falcon dry forests",NA,NA,0.0432692307692308,NA
"Central Andean dry puna","Lara Falcon dry forests",NA,NA,0.0120481927710843,NA
"Central Andean puna","Lara Falcon dry forests",NA,NA,0.0447761194029851,NA
"Central Andean wet puna","Lara Falcon dry forests",NA,NA,0.0222222222222222,NA
"Chilean matorral","Lara Falcon dry forests",NA,NA,0.00789473684210526,NA
"Cordillera Central paramo","Lara Falcon dry forests",NA,NA,0,NA
"Cordillera La Costa montane forests","Lara Falcon dry forests",NA,NA,0.211111111111111,NA
"Cordillera Oriental montane forests","Lara Falcon dry forests",NA,NA,0.0779220779220779,NA
"Cordillera de Merida paramo","Lara Falcon dry forests",NA,NA,0,NA
"Eastern Cordillera real montane forests","Lara Falcon dry forests",NA,NA,0.032258064516129,NA
"High Monte","Lara Falcon dry forests",NA,NA,0.015,NA
"La Costa xeric shrublands","Lara Falcon dry forests",NA,NA,0.255813953488372,NA
"Lara Falcon dry forests","Magdalena Valley dry forests",NA,NA,0.0684931506849315,NA
"Lara Falcon dry forests","Magdalena Valley montane forests",NA,NA,0.045045045045045,NA
"Lara Falcon dry forests","Magellanic subpolar forests",NA,NA,0,NA
"Lara Falcon dry forests","Maranon dry forests",NA,NA,0.0317460317460317,NA
"Lara Falcon dry forests","Northern Andean paramo",NA,NA,0.0240963855421687,NA
"Lara Falcon dry forests","Northwestern Andean montane forests",NA,NA,0.0273684210526316,NA
"Lara Falcon dry forests","Patagonian steppe",NA,NA,0,NA
"Lara Falcon dry forests","Patia Valley dry forests",NA,NA,0.0454545454545455,NA
"Lara Falcon dry forests","Peruvian Yungas",NA,NA,0.0594594594594595,NA
"Lara Falcon dry forests","Santa Marta montane forests",NA,NA,0.0923076923076923,NA
"Lara Falcon dry forests","Southern Andean Yungas",NA,NA,0.030188679245283,NA
"Lara Falcon dry forests","Southern Andean steppe",NA,NA,0,NA
"Lara Falcon dry forests","Tumbes Piura dry forests",NA,NA,0.0731707317073171,NA
"Lara Falcon dry forests","Valdivian temperate forests",NA,NA,0.00435729847494553,NA
"Lara Falcon dry forests","Venezuelan Andes montane forests",NA,NA,0.193181818181818,NA
